CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
APAJOB,Instalment MINI,3.8181,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
APAJOH,Instalment MINI,3.7872,12/12/2017,1.0,American,CITIWARRANTS,COR,13/12/2012,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
APAJOZ,Instalment MINI,5.5294,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
APAKOB,MINI Call,6.4457,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,1.87,
APAKOD,MINI Call,7.2574,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,1.87,
APAKOP,MINI Put,11.727,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,1.87,
APAKOR,MINI Put,10.871,31/12/2029,1.0,American,CITIWARRANTS,COR,13/08/2013,2.52,
APOKOA,MINI Call,3.8424,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.9,
APOKOB,MINI Call,0.842,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,0.9,
APOKOD,MINI Call,3.1533,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,0.9,
APOKOP,MINI Put,7.203,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,0.9,
APOKOQ,MINI Put,5.6136,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,0.9,
APOKOR,MINI Put,6.2793,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,0.9,
ARGJOA,Instalment MINI,5.6267,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
ARGJOH,Instalment MINI,5.5949,12/12/2017,1.0,American,CITIWARRANTS,COR,13/12/2012,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
ARGJOM,Instalment MINI,6.6576,30/05/2019,1.0,American,CITIWARRANTS,COR,25/11/2014,10,
ARGJOZ,Instalment MINI,3.8557,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
ASTKOB,MINI Call,1.261,31/12/2029,1.0,American,CITIWARRANTS,COR,13/03/2015,4.99,
ASTKOC,MINI Call,1.4159,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,4.99,
ASXBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
ASXIOL,Instalment High Geared Rolling,42.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
ASXIOV,Instalment High Geared Rolling,22.50,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
ASXIOZ,Instalment Regular Rolling,35.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
ASXISK,Instalment Regular Normal,25.5884,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
ASXIYF,Instalment Regular Rolling,31.2043,19/06/2018,1.0,American,COMM BANK,COR,10/12/2014,0.2,
ASXJOM,Instalment MINI,30.7405,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
ASXJON,Instalment MINI,21.7978,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
ASXJOY,Instalment MINI,37.5763,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
ASXKOA,MINI Call,45.8931,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,0.54,
ASXKOB,MINI Call,41.7016,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,0.49,
ASXKOC,MINI Call,44.6687,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,0.54,
ASXKOQ,MINI Put,64.8369,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.32,
ASXKOR,MINI Put,67.2124,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.32,
ASXKOT,MINI Put,61.5306,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,0.49,
ASXSMB,Self Funding Instalments,27.2933,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
ASXSO1,Barrier SFI,21.9562,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
ASXSOG,Self Funding Instalments,15.1531,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
ASXSSE,Self Funding Instalments,27.0199,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
ASXSWR,Self Funding Instalments,21.6791,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
AUSSOM,Self Funding Instalments,5.795,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,2.3,
AWCIOV,Instalment High Geared Rolling,0.65,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
AWCIOZ,Instalment Regular Rolling,1.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
AWCISU,Instalment Regular Normal,2.40,28/09/2018,1.0,American,UBS,COR,01/11/2017,10,
AWCKOA,MINI Call,1.8144,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,2.76,
AWCKOB,MINI Call,2.0062,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,10,
AWCKOC,MINI Call,0.9561,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,2.76,
AWCKOE,MINI Call,1.6491,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,2.76,
AWCKOH,MINI Call,1.2128,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,10,
AWCKOL,MINI Call,1.9219,31/12/2029,1.0,American,CITIWARRANTS,COR,15/05/2012,10,
AWCKOP,MINI Put,2.9063,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,2.76,
AWCKOS,MINI Put,3.4885,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,2.76,
AWCKOT,MINI Put,3.6976,31/12/2029,1.0,American,CITIWARRANTS,COR,01/03/2012,10,
AWCKOU,MINI Put,3.1043,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,2.76,
AWCKOX,MINI Put,2.7251,31/12/2029,1.0,American,CITIWARRANTS,COR,30/05/2014,10,
AWCKOY,MINI Put,3.2817,31/12/2029,1.0,American,CITIWARRANTS,COR,16/10/2014,10,
AWEKOP,MINI Put,1.2247,31/12/2029,1.0,American,CITIWARRANTS,COR,01/07/2011,10,
AWEKOQ,MINI Put,0.7639,31/12/2029,1.0,American,CITIWARRANTS,COR,18/10/2011,10,
AWEKOR,MINI Put,0.8871,31/12/2029,1.0,American,CITIWARRANTS,COR,14/11/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
AWEKOS,MINI Put,1.0103,31/12/2029,1.0,American,CITIWARRANTS,COR,08/02/2013,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
AZJISK,Instalment Regular Normal,2.6445,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
AZJKOC,MINI Call,4.2335,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,5.95,
AZJKOD,MINI Call,3.7876,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,5.95,
AZJKOE,MINI Call,4.0214,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,5.95,
AZJKOG,MINI Call,3.4897,31/12/2029,1.0,American,CITIWARRANTS,COR,16/10/2014,5.95,
AZJKOP,MINI Put,5.7854,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,5.55,
AZJKOQ,MINI Put,6.4762,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,5.55,
AZJKOR,MINI Put,6.7621,31/12/2029,1.0,American,CITIWARRANTS,COR,22/05/2012,10,
AZJKOS,MINI Put,6.1152,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,5.95,
AZJSSE,Self Funding Instalments,2.8018,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
AZJSWR,Self Funding Instalments,2.4322,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
BALKOG,MINI Call,9.6768,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,0.76,
BAPKOA,MINI Call,3.1735,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,1.68,
BAPKOB,MINI Call,4.0242,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,1.68,
BENIOA,Instalment Regular Rolling,6.25,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
BENIOV,Instalment High Geared Rolling,5.75,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BENIOZ,Instalment Regular Rolling,9.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BENJOM,Instalment MINI,6.5501,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
BENJON,Instalment MINI,8.406,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
BENJOP,Instalment MINI,7.7995,30/05/2019,1.0,American,CITIWARRANTS,COR,12/09/2014,10,
BENJOT,Instalment MINI,5.7463,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
BENJOZ,Instalment MINI,9.1521,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
BENKOA,MINI Call,9.4166,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,1.21,
BENKOC,MINI Call,10.2961,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,1.21,
BENKOG,MINI Call,8.3177,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,1.21,
BENKOP,MINI Put,15.6634,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,1.21,
BENKOQ,MINI Put,16.4074,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,1.21,
BENKOS,MINI Put,15.0159,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,1.21,
BENSWR,Self Funding Instalments,5.9116,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
BENSWW,Self Funding Instalments,3.599,30/06/2020,1.0,American,WESTPAC,COR,29/04/2016,10,
BHPBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
BHPBOF,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
BHPBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
BHPBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
BHPBOR,Bonus Certificate,0.00,13/12/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
BHPIO1,Instalment Regular Rolling,12.50,04/05/2018,1.0,European,CITIWARRANTS,COR,16/05/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
BHPIO2,Instalment Regular Rolling,11.50,03/11/2017,1.0,European,CITIWARRANTS,COR,07/11/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
BHPIOA,Instalment Regular Rolling,14.50,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
BHPIOL,Instalment High Geared Rolling,21.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
BHPIOM,Instalment Regular Rolling,13.50,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
BHPIOV,Instalment High Geared Rolling,12.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BHPIOZ,Instalment Regular Rolling,18.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BHPISK,Instalment Regular Normal,11.365,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
BHPISN,Instalment Regular Normal,21.147,27/03/2018,1.0,American,UBS,COR,20/09/2016,10,
BHPISR,Instalment Regular Normal,24.00,28/03/2018,1.0,American,UBS,COR,30/03/2017,10,
BHPISS,Instalment Regular Normal,22.25,28/03/2018,1.0,American,UBS,COR,28/06/2017,10,
BHPIST,Instalment Regular Normal,26.65,28/03/2018,1.0,American,UBS,COR,28/08/2017,10,
BHPISU,Instalment Regular Normal,26.55,28/09/2018,1.0,American,UBS,COR,01/11/2017,10,
BHPIWJ,Instalment Regular Normal,19.50,29/03/2018,1.0,American,WESTPAC,COR,31/01/2017,10,
BHPIWK,Instalment Regular Normal,18.50,28/06/2018,1.0,American,WESTPAC,COR,15/09/2017,10,
BHPJOA,Instalment MINI,17.8169,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
BHPJOB,Instalment MINI,12.3755,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
BHPJOD,Instalment MINI,13.5005,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
BHPJOF,Instalment MINI,10.1254,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
BHPJOG,Instalment MINI,9.0003,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
BHPJOI,Instalment MINI,11.2504,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
BHPJOM,Instalment MINI,19.6772,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
BHPJON,Instalment MINI,15.2837,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
BHPJOZ,Instalment MINI,16.853,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
BHPKOD,MINI Call,23.5753,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,7.15,
BHPKOE,MINI Call,24.507,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,7.15,
BHPKOF,MINI Call,21.3927,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,7.15,
BHPKOG,MINI Call,19.2579,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,7.15,
BHPKOH,MINI Call,18.4603,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,7.15,
BHPKOI,MINI Call,20.1019,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,7.15,
BHPKOJ,MINI Call,12.0399,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,7.15,
BHPKOK,MINI Call,13.6942,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,7.15,
BHPKOM,MINI Call,11.0527,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,7.15,
BHPKOP,MINI Put,38.9008,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,7.15,
BHPKOQ,MINI Put,32.1113,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,7.15,
BHPKOS,MINI Put,35.4048,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,7.15,
BHPKOT,MINI Put,36.6209,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,7.15,
BHPKOU,MINI Put,38.9196,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,7.15,
BHPKOZ,MINI Put,30.299,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,7.15,
BHPLOA,GSL MINI Call,19.8417,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,7.15,
BHPLOB,GSL MINI Call,24.94,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,7.15,
BHPLOD,GSL MINI Call,26.0433,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,7.15,
BHPLOE,GSL MINI Call,24.2333,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,7.15,
BHPLOF,GSL MINI Call,23.5265,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,7.15,
BHPLOG,GSL MINI Call,22.8198,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,7.15,
BHPLON,GSL MINI Call,21.611,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,7.15,
BHPLOP,GSL MINI Put,26.8126,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,7.15,
BHPLOR,GSL MINI Put,29.1736,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,7.15,
BHPLOS,GSL MINI Put,29.8725,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,7.15,
BHPLOT,GSL MINI Put,27.5122,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,7.15,
BHPLOX,GSL MINI Put,28.2117,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,7.15,
BHPLOY,GSL MINI Put,32.7469,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,7.15,
BHPLOZ,GSL MINI Put,31.2808,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,7.15,
BHPMOD,MINI Call,17.6693,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,7.15,
BHPMOP,MINI Put,31.4001,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,7.15,
BHPMOQ,MINI Put,32.7122,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,7.15,
BHPMOR,MINI Put,33.8459,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,7.15,
BHPMOS,MINI Put,34.5944,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,7.15,
BHPSMB,Self Funding Instalments,26.6091,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
BHPSO2,Barrier SFI,9.7264,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
BHPSO3,Barrier SFI,6.8597,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
BHPSOG,Self Funding Instalments,15.2761,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
BHPSOH,Self Funding Instalments,15.1887,23/06/2020,1.0,American,CITIWARRANTS,COR,24/06/2015,10,
BHPSOM,Self Funding Instalments,8.2089,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
BHPSOP,Self Funding Instalments,13.00,17/06/2022,1.0,American,CITIWARRANTS,COR,26/10/2017,10,
BHPSSE,Self Funding Instalments,11.3623,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
BHPSSJ,Capped SFI,23.0479,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
BHPSSL,Self Funding Instalments,17.9936,08/06/2018,1.0,American,UBS,COR,19/10/2015,10,
BHPSSY,Self Funding Instalments,24.3705,02/05/2018,1.0,American,UBS,COR,04/05/2017,10,
BHPSSZ,Self Funding Instalments,10.313,08/06/2018,1.0,American,UBS,COR,12/04/2016,10,
BHPSWA,Self Funding Instalments,12.0699,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
BHPSWR,Self Funding Instalments,14.8519,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
BHPSWW,Self Funding Instalments,7.5402,30/06/2020,1.0,American,WESTPAC,COR,29/04/2016,10,
BHPSWY,Self Funding Instalments,19.2543,28/06/2018,1.0,American,WESTPAC,COR,31/01/2017,5,
BHPWOC,Equity Call,25.00,21/12/2017,4.0,European,CITIWARRANTS,COR,24/05/2017,40,
BHPWOD,Equity Call,27.00,21/12/2017,4.0,European,CITIWARRANTS,COR,24/05/2017,40,
BHPWOR,Equity Put,24.00,21/12/2017,4.0,European,CITIWARRANTS,COR,24/05/2017,40,
BHPWOS,Equity Put,22.00,21/12/2017,4.0,European,CITIWARRANTS,COR,24/05/2017,40,
BHPXOA,Barrier Call,23.00,28/06/2018,2.0,European,CITIWARRANTS,COR,24/05/2017,20,
BHPXOB,Barrier Call,21.00,28/06/2018,2.0,European,CITIWARRANTS,COR,24/05/2017,20,
BHPXOP,Barrier Put,26.00,28/06/2018,2.0,European,CITIWARRANTS,COR,24/05/2017,20,
BKIJOA,Instalment MINI,1.1555,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
BKIJOH,Instalment MINI,1.119,12/12/2017,1.0,American,CITIWARRANTS,COR,13/12/2012,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
BKIJOZ,Instalment MINI,0.8792,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
BKLKOB,MINI Call,136.449,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.05,
BKLKOC,MINI Call,118.2609,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.05,
BKLKOF,MINI Call,74.8413,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,0.08,
BKLKOP,MINI Put,188.1208,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,0.08,
BKLKOQ,MINI Put,220.9759,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,0.08,
BLAJOA,Instalment MINI,6.7331,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
BLAJOB,Instalment MINI,4.8229,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
BLAJOY,Instalment MINI,8.0929,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
BLAJOZ,Instalment MINI,5.2963,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
BLASO1,Barrier SFI,6.6315,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
BLASO2,Barrier SFI,5.6267,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
BLDIOV,Instalment Regular Rolling,2.8633,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BLDISR,Instalment Regular Normal,5.90,28/03/2018,1.0,American,UBS,COR,30/03/2017,10,
BLDISS,Instalment Regular Normal,6.95,28/03/2018,1.0,American,UBS,COR,28/06/2017,10,
BLDIST,Instalment Regular Normal,7.00,28/03/2018,1.0,American,UBS,COR,28/08/2017,10,
BLDISU,Instalment Regular Normal,7.30,28/09/2018,1.0,American,UBS,COR,01/11/2017,10,
BLDKOB,MINI Call,5.4162,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,3.62,
BLDKOD,MINI Call,4.0851,31/12/2029,1.0,American,CITIWARRANTS,COR,14/09/2015,3.75,
BLDKOE,MINI Call,3.5106,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,3.62,
BLDKOQ,MINI Put,8.2987,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,3.75,
BLDKOR,MINI Put,8.6218,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,3.62,
BLDKOS,MINI Put,9.1179,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,3.62,
BLDSWR,Self Funding Instalments,2.4666,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
BOQBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
BOQBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
BOQBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
BOQBOQ,Bonus Certificate,0.00,27/09/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
BOQBOR,Bonus Certificate,0.00,13/12/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
BOQIOA,Instalment Regular Rolling,7.25,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
BOQIOV,Instalment High Geared Rolling,7.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BOQIOZ,Instalment Regular Rolling,11.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BOQIYE,Instalment Regular Rolling,7.9759,19/06/2018,1.0,American,COMM BANK,COR,10/12/2014,0.5,
BOQJOM,Instalment MINI,6.5501,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
BOQJON,Instalment MINI,8.7335,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
BOQJOP,Instalment MINI,7.8609,30/05/2019,1.0,American,CITIWARRANTS,COR,12/09/2014,10,
BOQJOZ,Instalment MINI,5.773,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
BOQKOB,MINI Call,11.0484,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,1.32,
BOQKOC,MINI Call,10.4169,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,1.32,
BOQKOD,MINI Call,9.7671,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,1.32,
BOQKOP,MINI Put,18.2933,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,1.32,
BOQKOQ,MINI Put,16.5123,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,1.32,
BOQKOR,MINI Put,15.5499,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,1.32,
BOQSO1,Barrier SFI,6.0777,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
BOQSOM,Self Funding Instalments,4.7369,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
BOQSOP,Self Funding Instalments,7.00,17/06/2022,1.0,American,CITIWARRANTS,COR,26/10/2017,10,
BOQSWR,Self Funding Instalments,6.8108,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
BOQSWY,Self Funding Instalments,8.4692,28/06/2018,1.0,American,WESTPAC,COR,31/01/2017,5,
BPTKOA,MINI Call,0.4639,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,4.23,
BPTKOB,MINI Call,0.3451,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,4.23,
BPTKOC,MINI Call,0.7532,31/12/2029,1.0,American,CITIWARRANTS,COR,14/07/2015,4.23,
BPTKOP,MINI Put,1.3186,31/12/2029,1.0,American,CITIWARRANTS,COR,18/05/2015,4.23,
BPTKOQ,MINI Put,1.5966,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,4.23,
BPTKOR,MINI Put,1.5796,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.23,
BSLIOL,Instalment High Geared Rolling,10.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
BSLIOV,Instalment High Geared Rolling,2.50,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BSLIOZ,Instalment Regular Rolling,3.75,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
BSLKOB,MINI Call,9.7485,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,3.06,
BSLKOD,MINI Call,5.604,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,3.06,
BSLKOE,MINI Call,8.2807,31/12/2029,1.0,American,CITIWARRANTS,COR,28/04/2015,3.06,
BSLKOP,MINI Put,17.0247,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,3.06,
BSLKOQ,MINI Put,15.5152,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,3.06,
BSLKOS,MINI Put,16.2231,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,3.06,
BSLSMB,Self Funding Instalments,52.9804,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
BSLSWR,Self Funding Instalments,2.2612,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
BTTKOA,MINI Call,9.0963,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,1.15,
